ISO3,Country / Territory,Year,Event Name,Date of Event (start),Disaster Internal Displacements,Disaster Internal Displacements (Raw),Hazard Category,Hazard Type,Hazard Sub Type,Name,Conflict Stock Displacement,Conflict Stock Displacement (Raw),Conflict Internal Displacements,Conflict Internal Displacements (Raw)
BEN,Benin,2009,Benin: Flood - 01/01/2009,2009-01-01,20000.0,20000.0,Weather related,Flood,Conflict-Violence,,,,,
BFA,Burkina Faso,2009,Burkina Faso: Flood - 01/01/2009,2009-01-01,150000.0,150000.0,Weather related,Flood,Conflict-Violence,,,,,
BGD,Bangladesh,2009,Bangladesh: Flood - 01/01/2009,2009-01-01,500000.0,500000.0,Weather related,Flood,Conflict-Violence,,,,,
BGD,Bangladesh,2009,Cyclone 'aila',2009-01-01,842000.0,842000.0,Weather related,Storm,Conflict-Violence,,,,,
BOL,Bolivia,2009,Bolivia: Flood - 01/01/2009,2009-01-01,630.0,630.0,Weather related,Flood,Conflict-Violence,,,,,
BRA,Brazil,2009,Brazil: Storm - 01/01/2009,2009-01-01,450.0,450.0,Weather related,Storm,Conflict-Violence,,,,,
BRA,Brazil,2009,Brazil: Flood - 01/01/2009,2009-01-01,2500.0,2500.0,Weather related,Flood,Conflict-Violence,,,,,
BRA,Brazil,2009,Brazil: Flood - 01/01/2009,2009-01-01,20000.0,20000.0,Weather related,Flood,Conflict-Violence,,,,,
BRA,Brazil,2009,Brazil: Flood - 01/01/2009,2009-01-01,500000.0,500000.0,Weather related,Flood,Conflict-Violence,,,,,
BWA,Botswana,2009,Botswana: Flood - 01/01/2009,2009-01-01,870.0,867.0,Weather related,Flood,Conflict-Violence,,,,,
CAF,Central African Republic,2009,Central African Republic: Storm - 01/01/2009,2009-01-01,3800.0,3835.0,Weather related,Storm,Conflict-Violence,,,,,
CAF,Central African Republic,2009,Central African Republic: Flood - 01/01/2009,2009-01-01,11000.0,11000.0,Weather related,Flood,Conflict-Violence,,,,,
CHL,Chile,2009,Chile: Flood - 27/08/2009,2009-08-27,700.0,697.0,Weather related,Flood,Conflict-Violence,,,,,
CHN,China,2009,China: Landslide/Wet mass movement - 01/01/2009,2009-01-01,10000.0,10000.0,Weather related,Mass Movement,Conflict-Violence,,,,,
CHN,China,2009,China: Storm - 01/01/2009,2009-01-01,48000.0,48450.0,Weather related,Storm,Conflict-Violence,,,,,
CHN,China,2009,China: Flood - 01/01/2009,2009-01-01,56000.0,56300.0,Weather related,Flood,Conflict-Violence,,,,,
CHN,China,2009,China: Earthquake - 01/01/2009,2009-01-01,61000.0,61000.0,Geophysical,Earthquake,Conflict-Violence,,,,,
CHN,China,2009,Tropical cylone 'goni',2009-01-01,92000.0,92000.0,Weather related,Storm,Conflict-Violence,,,,,
CHN,China,2009,Typhoon 'koppu',2009-01-01,115000.0,115000.0,Weather related,Storm,Conflict-Violence,,,,,
CHN,China,2009,China: Flood - 01/01/2009,2009-01-01,118000.0,118000.0,Weather related,Flood,Conflict-Violence,,,,,
CHN,China,2009,China: Flood - 01/01/2009,2009-01-01,120000.0,120000.0,Weather related,Flood,Conflict-Violence,,,,,
CHN,China,2009,China: Storm - 01/01/2009,2009-01-01,123000.0,123000.0,Weather related,Storm,Conflict-Violence,,,,,
CHN,China,2009,Linfa,2009-01-01,163000.0,162757.0,Weather related,Storm,Conflict-Violence,,,,,
CHN,China,2009,China: Storm - 01/01/2009,2009-01-01,166000.0,166000.0,Weather related,Storm,Conflict-Violence,,,,,
CHN,China,2009,China: Earthquake - 01/01/2009,2009-01-01,400000.0,400000.0,Geophysical,Earthquake,Conflict-Violence,,,,,
CHN,China,2009,China: Flood - 01/01/2009,2009-01-01,938000.0,938000.0,Weather related,Flood,Conflict-Violence,,,,,
CHN,China,2009,Typhoon morakot (kiko),2009-01-01,1620000.0,1620000.0,Weather related,Storm,Conflict-Violence,,,,,
CIV,Côte d'Ivoire,2009,Côte d'Ivoire: Landslide/Wet mass movement - 01/01/2009,2009-01-01,10000.0,10000.0,Weather related,Mass Movement,Conflict-Violence,,,,,
COD,"Congo, Dem. Rep.",2009,Dem. Rep. Congo: Wildfire - 01/01/2009,2009-01-01,120.0,125.0,Weather related,Wildfire,Conflict-Violence,,,,,
COL,Colombia,2009,Colombia: Landslide/Wet mass movement - 01/01/2009,2009-01-01,590.0,593.0,Weather related,Mass Movement,Conflict-Violence,,,,,
COL,Colombia,2009,Galeras volcano,2009-01-01,8500.0,8500.0,Geophysical,Volcanic activity,Conflict-Violence,,,,,
CRI,Costa Rica,2009,Costa Rica: Earthquake - 01/01/2009,2009-01-01,2400.0,2358.0,Geophysical,Earthquake,Conflict-Violence,,,,,
DZA,Algeria,2009,Algeria: Flood - 01/01/2009,2009-01-01,2500.0,2500.0,Weather related,Flood,Conflict-Violence,,,,,
FJI,Fiji,2009,Cyclone mick,2009-01-01,3800.0,3845.0,Weather related,Storm,Conflict-Violence,,,,,
FJI,Fiji,2009,Fiji: Flood - 01/01/2009,2009-01-01,9400.0,9400.0,Weather related,Flood,Conflict-Violence,,,,,
GAB,Gabon,2009,Gabon: Storm - 01/01/2009,2009-01-01,800.0,800.0,Weather related,Storm,Conflict-Violence,,,,,
GHA,Ghana,2009,Ghana: Flood - 01/01/2009,2009-01-01,52000.0,52000.0,Weather related,Flood,Conflict-Violence,,,,,
GRC,Greece,2009,Greece: Wildfire - 01/01/2009,2009-01-01,320.0,325.0,Weather related,Wildfire,Conflict-Violence,,,,,
GTM,Guatemala,2009,Guatemala: Dry mass movement - 01/01/2009,2009-01-01,990.0,991.0,Geophysical,Mass Movement,Conflict-Violence,,,,,
HND,Honduras,2009,Honduras: Earthquake - 01/01/2009,2009-01-01,2200.0,2250.0,Geophysical,Earthquake,Conflict-Violence,,,,,
HTI,Haiti,2009,Haiti: Flood - 01/01/2009,2009-01-01,9900.0,9910.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2009,Indonesia: Earthquake - 01/01/2009,2009-01-01,178000.0,178490.0,Geophysical,Earthquake,Conflict-Violence,,,,,
IDN,Indonesia,2009,Indonesia: Earthquake - 01/01/2009,2009-01-01,676000.0,675500.0,Geophysical,Earthquake,Conflict-Violence,,,,,
IND,India,2009,India: Storm - 01/01/2009,2009-01-01,4000.0,4000.0,Weather related,Storm,Conflict-Violence,,,,,
IND,India,2009,India: Flood - 01/01/2009,2009-01-01,500000.0,500000.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2009,Cyclone 'aila',2009-01-01,2300000.0,2300000.0,Weather related,Storm,Conflict-Violence,,,,,
IND,India,2009,India: Flood - 01/01/2009,2009-01-01,2500000.0,2500000.0,Weather related,Flood,Conflict-Violence,,,,,
ITA,Italy,2009,Italy: Flood - 01/01/2009,2009-01-01,5000.0,5000.0,Weather related,Flood,Conflict-Violence,,,,,
ITA,Italy,2009,Italy: Earthquake - 01/01/2009,2009-01-01,70000.0,70000.0,Geophysical,Earthquake,Conflict-Violence,,,,,
KEN,Kenya,2009,Kenya: Flood - 01/01/2009,2009-01-01,34000.0,33686.0,Weather related,Flood,Conflict-Violence,,,,,
KEN,Kenya,2009,Kenya: Flood - 01/01/2009,2009-01-01,58000.0,58000.0,Weather related,Flood,Conflict-Violence,,,,,
KHM,Cambodia,2009,Tropical storm 'ondoy' (ketsana),2009-01-01,66000.0,66000.0,Weather related,Storm,Conflict-Violence,,,,,
LAO,Lao PDR,2009,Tropical storm 'ondoy' (ketsana),2009-01-01,38000.0,37500.0,Weather related,Storm,Conflict-Violence,,,,,
LKA,Sri Lanka,2009,Sri Lanka: Flood - 01/01/2009,2009-01-01,60000.0,60000.0,Weather related,Flood,Conflict-Violence,,,,,
LKA,Sri Lanka,2009,Sri Lanka: Flood - 01/01/2009,2009-01-01,303000.0,302885.0,Weather related,Flood,Conflict-Violence,,,,,
MDG,Madagascar,2009,Cyclones eric and fanele,2009-01-01,4000.0,4012.0,Weather related,Storm,Conflict-Violence,,,,,
MDG,Madagascar,2009,Tropical storm 'jade',2009-01-01,4100.0,4090.0,Weather related,Storm,Conflict-Violence,,,,,
MEX,Mexico,2009,Hurricane jimena,2009-01-01,75000.0,75000.0,Weather related,Storm,Conflict-Violence,,,,,
MEX,Mexico,2009,Hurricane 'ida',2009-01-01,100000.0,100000.0,Weather related,Storm,Conflict-Violence,,,,,
MEX,Mexico,2009,Mexico: Flood - 01/01/2009,2009-01-01,200000.0,200000.0,Weather related,Flood,Conflict-Violence,,,,,
MMR,Myanmar,2009,Myanmar: Landslide/Wet mass movement - 01/07/2009,2009-07-01,2500.0,2521.0,Weather related,Mass Movement,Conflict-Violence,,,,,
MNG,Mongolia,2009,Mongolia: Cold wave - 01/01/2009,2009-01-01,22000.0,21560.0,Weather related,Extreme Temperature,Conflict-Violence,,,,,
MOZ,Mozambique,2009,Mozambique: Flood - 01/01/2009,2009-01-01,830.0,828.0,Weather related,Flood,Conflict-Violence,,,,,
MOZ,Mozambique,2009,Tropical storm 'izilda',2009-01-01,6500.0,6500.0,Weather related,Storm,Conflict-Violence,,,,,
MWI,Malawi,2009,Malawi: Earthquake - 01/01/2009,2009-01-01,5600.0,5550.0,Geophysical,Earthquake,Conflict-Violence,,,,,
MWI,Malawi,2009,Malawi: Earthquake - 01/01/2009,2009-01-01,15000.0,15000.0,Geophysical,Earthquake,Conflict-Violence,,,,,
NAM,Namibia,2009,Namibia: Flood - 01/01/2009,2009-01-01,55000.0,54581.0,Weather related,Flood,Conflict-Violence,,,,,
NER,Niger,2009,Niger: Flood - 01/01/2009,2009-01-01,5600.0,5560.0,Weather related,Flood,Conflict-Violence,,,,,
NGA,Nigeria,2009,Nigeria: Flood - 01/01/2009,2009-01-01,140000.0,140000.0,Weather related,Flood,Conflict-Violence,,,,,
NPL,Nepal,2009,Nepal: Flood - 01/01/2009,2009-01-01,18000.0,18300.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2009,Pakistan: Flood - 01/01/2009,2009-01-01,84000.0,84290.0,Weather related,Flood,Conflict-Violence,,,,,
PER,Peru,2009,Peru: Landslide/Wet mass movement - 01/01/2009,2009-01-01,150.0,150.0,Weather related,Mass Movement,Conflict-Violence,,,,,
PER,Peru,2009,Peru: Flood - 01/01/2009,2009-01-01,46000.0,45825.0,Weather related,Flood,Conflict-Violence,,,,,
PHL,Philippines,2009,Philippines: Earthquake - 01/01/2009,2009-01-01,10.0,10.0,Geophysical,Earthquake,Conflict-Violence,,,,,
PHL,Philippines,2009,Philippines: Storm - 01/01/2009,2009-01-01,100.0,100.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2009,Tropical storm labuyo (dujuan),2009-01-01,1500.0,1529.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2009,Tropical storm 'isang' (molave),2009-01-01,7300.0,7265.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2009,Philippines: Flood - 01/01/2009,2009-01-01,16000.0,16070.0,Weather related,Flood,Conflict-Violence,,,,,
PHL,Philippines,2009,Goni (jolina),2009-01-01,20000.0,19590.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2009,Typhoon morakot (kiko),2009-01-01,35000.0,34982.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2009,Tropical depression 'maring' (mujigae),2009-01-01,41000.0,41000.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2009,Mount mayon,2009-01-01,50000.0,50000.0,Geophysical,Volcanic activity,Conflict-Violence,,,,,
PHL,Philippines,2009,Typhoon 'dante' (kujira),2009-01-01,55000.0,54718.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2009,Topical storm 'feria' (nangka),2009-01-01,63000.0,63021.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2009,Tropical storm 'soudelor' (gorio),2009-01-01,81000.0,80655.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2009,Tropical storm 'mirinae' (santi),2009-01-01,115000.0,115000.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2009,Typhoon  'emong' (chanom),2009-01-01,117000.0,117220.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2009,Philippines: Flood - 01/01/2009,2009-01-01,200000.0,200000.0,Weather related,Flood,Conflict-Violence,,,,,
PHL,Philippines,2009,Tropical storm 'auring',2009-01-01,200000.0,200000.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2009,Typhoon 'pepeng' (parma),2009-01-01,500000.0,500000.0,Weather related,Storm,Conflict-Violence,,,,,
PHL,Philippines,2009,Tropical storm 'ondoy' (ketsana),2009-01-01,561000.0,561242.0,Weather related,Storm,Conflict-Violence,,,,,
PNG,Papua New Guinea,2009,Papua New Guinea: Landslide/Wet mass movement - 01/01/2009,2009-01-01,1000.0,1000.0,Weather related,Mass Movement,Conflict-Violence,,,,,
SAU,Saudi Arabia,2009,Saudi Arabia: Flood - 01/01/2009,2009-01-01,10000.0,10000.0,Weather related,Flood,Conflict-Violence,,,,,
SDN,Sudan,2009,Sudan: Flood - 01/01/2009,2009-01-01,80000.0,80000.0,Weather related,Flood,Conflict-Violence,,,,,
SEN,Senegal,2009,Senegal: Flood - 01/01/2009,2009-01-01,264000.0,264000.0,Weather related,Flood,Conflict-Violence,,,,,
SLV,El Salvador,2009,Hurricane 'ida',2009-01-01,15000.0,15000.0,Weather related,Storm,Conflict-Violence,,,,,
TCD,Chad,2009,Chad: Flood - 01/01/2009,2009-01-01,900.0,900.0,Weather related,Flood,Conflict-Violence,,,,,
TCD,Chad,2009,Chad: Flood - 01/01/2009,2009-01-01,4900.0,4895.0,Weather related,Flood,Conflict-Violence,,,,,
THA,Thailand,2009,Thailand: Flood - 01/01/2009,2009-01-01,68000.0,68000.0,Weather related,Flood,Conflict-Violence,,,,,
TUR,Türkiye,2009,Türkiye: Flood - 01/01/2009,2009-01-01,20000.0,20000.0,Weather related,Flood,Conflict-Violence,,,,,
TWN,"Taiwan, China",2009,Typhoon morakot (kiko),2009-01-01,25000.0,24950.0,Weather related,Storm,Conflict-Violence,,,,,
TZA,Tanzania,2009,Tanzania: Flood - 01/01/2009,2009-01-01,11000.0,10599.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2009,United States: Wildfire - 01/01/2009,2009-01-01,190.0,192.0,Weather related,Wildfire,Conflict-Violence,,,,,
USA,United States,2009,United States: Wildfire - 01/01/2009,2009-01-01,230.0,234.0,Weather related,Wildfire,Conflict-Violence,,,,,
USA,United States,2009,United States: Flood - 01/01/2009,2009-01-01,900.0,900.0,Weather related,Flood,Conflict-Violence,,,,,
VNM,Vietnam,2009,Viet Nam: Flood - 01/01/2009,2009-01-01,7700.0,7725.0,Weather related,Flood,Conflict-Violence,,,,,
VNM,Vietnam,2009,Tropical storm 'mirinae' (santi),2009-01-01,71000.0,70540.0,Weather related,Storm,Conflict-Violence,,,,,
VNM,Vietnam,2009,Tropical storm 'ondoy' (ketsana),2009-01-01,109000.0,108635.0,Weather related,Storm,Conflict-Violence,,,,,
WSM,Samoa,2009,Samoa: Earthquake - 01/01/2009,2009-01-01,5300.0,5274.0,Geophysical,Earthquake,Conflict-Violence,,,,,
ZAF,South Africa,2009,South Africa: Flood - 01/01/2009,2009-01-01,20000.0,20000.0,Weather related,Flood,Conflict-Violence,,,,,
ZMB,Zambia,2009,Zambia: Flood - 01/01/2009,2009-01-01,54000.0,54000.0,Weather related,Flood,Conflict-Violence,,,,,
AFG,Afghanistan,2010,Afghanistan: Earthquake - 01/01/2010,2010-01-01,1000.0,1000.0,Geophysical,Earthquake,Conflict-Violence,,,,,
AFG,Afghanistan,2010,Afghanistan: Flood - 01/01/2010,2010-01-01,70000.0,70000.0,Weather related,Flood,Conflict-Violence,,,,,
AGO,Angola,2010,Angola: Flood - 01/01/2010,2010-01-01,3900.0,3875.0,Weather related,Flood,Conflict-Violence,,,,,
AGO,Angola,2010,Angola: Flood - 01/01/2010,2010-01-01,75000.0,75000.0,Weather related,Flood,Conflict-Violence,,,,,
AUS,Australia,2010,Australia: Flood - 01/01/2010,2010-01-01,1000.0,1000.0,Weather related,Flood,Conflict-Violence,,,,,
AZE,Azerbaijan,2010,Azerbaijan: Flood - 01/01/2010,2010-01-01,32000.0,31665.0,Weather related,Flood,Conflict-Violence,,,,,
BDI,Burundi,2010,Burundi: Storm - 01/01/2010,2010-01-01,1500.0,1500.0,Weather related,Storm,Conflict-Violence,,,,,
BEN,Benin,2010,Benin: Flood - 01/01/2010,2010-01-01,275000.0,275000.0,Weather related,Flood,Conflict-Violence,,,,,
BFA,Burkina Faso,2010,Burkina Faso: Flood - 01/01/2010,2010-01-01,20000.0,20000.0,Weather related,Flood,Conflict-Violence,,,,,
BGD,Bangladesh,2010,Bangladesh: Landslide/Wet mass movement - 01/01/2010,2010-01-01,12000.0,12000.0,Weather related,Mass Movement,Conflict-Violence,,,,,
BGD,Bangladesh,2010,Bangladesh: Flood - 01/01/2010,2010-01-01,12000.0,12000.0,Weather related,Flood,Conflict-Violence,,,,,
BGD,Bangladesh,2010,Bangladesh: Storm - 01/01/2010,2010-01-01,45000.0,45000.0,Weather related,Storm,Conflict-Violence,,,,,
BGD,Bangladesh,2010,Bangladesh: Flood - 01/01/2010,2010-01-01,500000.0,500000.0,Weather related,Flood,Conflict-Violence,,,,,
BOL,Bolivia,2010,Bolivia: Wildfire - 01/01/2010,2010-01-01,300.0,300.0,Weather related,Wildfire,Conflict-Violence,,,,,
BOL,Bolivia,2010,Bolivia: Flood - 01/01/2010,2010-01-01,100000.0,100000.0,Weather related,Flood,Conflict-Violence,,,,,
BRA,Brazil,2010,Brazil: Flood - 01/01/2010,2010-01-01,24000.0,24000.0,Weather related,Flood,Conflict-Violence,,,,,
BRA,Brazil,2010,Brazil: Flood - 01/01/2010,2010-01-01,50000.0,50000.0,Weather related,Flood,Conflict-Violence,,,,,
BRA,Brazil,2010,Brazil: Flood - 01/01/2010,2010-01-01,156000.0,156497.0,Weather related,Flood,Conflict-Violence,,,,,
CHL,Chile,2010,Chile: Earthquake - 01/01/2010,2010-01-01,2000000.0,2000000.0,Geophysical,Earthquake,Conflict-Violence,,,,,
CHN,China,2010,China: Landslide/Wet mass movement - 01/01/2010,2010-01-01,120.0,125.0,Weather related,Mass Movement,Conflict-Violence,,,,,
CHN,China,2010,China: Earthquake - 01/01/2010,2010-01-01,500.0,500.0,Geophysical,Earthquake,Conflict-Violence,,,,,
CHN,China,2010,China: Storm - 01/01/2010,2010-01-01,5400.0,5435.0,Weather related,Storm,Conflict-Violence,,,,,
CHN,China,2010,China: Earthquake - 01/01/2010,2010-01-01,30000.0,30000.0,Geophysical,Earthquake,Conflict-Violence,,,,,
CHN,China,2010,China: Earthquake - 01/01/2010,2010-01-01,100000.0,100000.0,Geophysical,Earthquake,Conflict-Violence,,,,,
CHN,China,2010,Typhoon fanapi,2010-01-01,128000.0,128000.0,Weather related,Storm,Conflict-Violence,,,,,
CHN,China,2010,Typhoon meranti,2010-01-01,186000.0,186000.0,Weather related,Storm,Conflict-Violence,,,,,
CHN,China,2010,China: Flood - 01/01/2010,2010-01-01,270000.0,270000.0,Weather related,Flood,Conflict-Violence,,,,,
CHN,China,2010,China: Flood - 01/01/2010,2010-01-01,15200000.0,15200000.0,Weather related,Flood,Conflict-Violence,,,,,
CMR,Cameroon,2010,Cameroon: Flood - 01/01/2010,2010-01-01,3000.0,3000.0,Weather related,Flood,Conflict-Violence,,,,,
COD,"Congo, Dem. Rep.",2010,Dem. Rep. Congo: Landslide/Wet mass movement - 01/01/2010,2010-01-01,1200.0,1160.0,Weather related,Mass Movement,Conflict-Violence,,,,,
COD,"Congo, Dem. Rep.",2010,Dem. Rep. Congo: Flood - 01/01/2010,2010-01-01,1500.0,1500.0,Weather related,Flood,Conflict-Violence,,,,,
COD,"Congo, Dem. Rep.",2010,Dem. Rep. Congo: Flood - 01/01/2010,2010-01-01,1800.0,1800.0,Weather related,Flood,Conflict-Violence,,,,,
COD,"Congo, Dem. Rep.",2010,Dem. Rep. Congo: Wildfire - 01/01/2010,2010-01-01,2800.0,2770.0,Weather related,Wildfire,Conflict-Violence,,,,,
COD,"Congo, Dem. Rep.",2010,Dem. Rep. Congo: Flood - 01/01/2010,2010-01-01,26000.0,26000.0,Weather related,Flood,Conflict-Violence,,,,,
COD,"Congo, Dem. Rep.",2010,Dem. Rep. Congo: Flood - 01/01/2010,2010-01-01,65000.0,65000.0,Weather related,Flood,Conflict-Violence,,,,,
COK,Cook Islands,2010,Pat,2010-01-01,270.0,272.0,Weather related,Storm,Conflict-Violence,,,,,
COK,Cook Islands,2010,Rene,2010-01-01,380.0,380.0,Weather related,Storm,Conflict-Violence,,,,,
COL,Colombia,2010,Colombia: Flood - 01/01/2010,2010-01-01,1500000.0,1500000.0,Weather related,Flood,Conflict-Violence,,,,,
COL,Colombia,2010,Colombia: Flood - 01/01/2010,2010-01-01,1500000.0,1500000.0,Weather related,Flood,Conflict-Violence,,,,,
ECU,Ecuador,2010,Ecuador: Flood - 01/01/2010,2010-01-01,500.0,500.0,Weather related,Flood,Conflict-Violence,,,,,
ETH,Ethiopia,2010,Ethiopia: Flood - 01/01/2010,2010-01-01,5000.0,5000.0,Weather related,Flood,Conflict-Violence,,,,,
ETH,Ethiopia,2010,Ethiopia: Flood - 01/01/2010,2010-01-01,5000.0,5000.0,Weather related,Flood,Conflict-Violence,,,,,
FJI,Fiji,2010,Cyclone 'tomas',2010-01-01,18000.0,18000.0,Weather related,Storm,Conflict-Violence,,,,,
FRA,France,2010,Xynthia,2010-01-01,4500.0,4500.0,Weather related,Storm,Conflict-Violence,,,,,
GMB,"Gambia, The",2010,Gambia: Flood - 01/01/2010,2010-01-01,25000.0,25000.0,Weather related,Flood,Conflict-Violence,,,,,
GNB,Guinea-Bissau,2010,Guinea-Bissau: Flood - 01/01/2010,2010-01-01,2000.0,2000.0,Weather related,Flood,Conflict-Violence,,,,,
GTM,Guatemala,2010,Guatemala: Landslide/Wet mass movement - 01/01/2010,2010-01-01,51000.0,50640.0,Weather related,Mass Movement,Conflict-Violence,,,,,
GTM,Guatemala,2010,Hurricane agatha,2010-01-01,112000.0,112000.0,Weather related,Storm,Conflict-Violence,,,,,
HND,Honduras,2010,Hurricane agatha,2010-01-01,8000.0,7998.0,Weather related,Storm,Conflict-Violence,,,,,
HTI,Haiti,2010,Haiti: Storm - 01/01/2010,2010-01-01,73000.0,72710.0,Weather related,Storm,Conflict-Violence,,,,,
HTI,Haiti,2010,Haiti: Earthquake - 01/01/2010,2010-01-01,1500000.0,1500000.0,Geophysical,Earthquake,Conflict-Violence,,,,,
IDN,Indonesia,2010,Indonesia: Flood - 01/01/2010,2010-01-01,100.0,100.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2010,Indonesia: Flood - 01/01/2010,2010-01-01,130.0,130.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2010,Indonesia: Earthquake - 01/01/2010,2010-01-01,4600.0,4600.0,Geophysical,Earthquake,Conflict-Violence,,,,,
IDN,Indonesia,2010,Indonesia: Earthquake - 01/01/2010,2010-01-01,44000.0,44000.0,Geophysical,Earthquake,Conflict-Violence,,,,,
IDN,Indonesia,2010,Mount merapi,2010-01-01,361000.0,360557.0,Geophysical,Volcanic activity,Conflict-Violence,,,,,
IND,India,2010,India: Storm - 01/01/2010,2010-01-01,5000.0,5000.0,Weather related,Storm,Conflict-Violence,,,,,
IND,India,2010,India: Flood - 01/01/2010,2010-01-01,50000.0,50000.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2010,Cyclone 'laila',2010-01-01,78000.0,78000.0,Weather related,Storm,Conflict-Violence,,,,,
IND,India,2010,India: Flood - 01/01/2010,2010-01-01,300000.0,300000.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2010,India: Storm - 01/01/2010,2010-01-01,455000.0,455285.0,Weather related,Storm,Conflict-Violence,,,,,
IND,India,2010,India: Flood - 01/01/2010,2010-01-01,523000.0,523000.0,Weather related,Flood,Conflict-Violence,,,,,
IRN,"Iran, Islamic Rep.",2010,Iran: Earthquake - 01/01/2010,2010-01-01,3500.0,3500.0,Geophysical,Earthquake,Conflict-Violence,,,,,
JPN,Japan,2010,Japan: Flood - 01/01/2010,2010-01-01,85000.0,85000.0,Weather related,Flood,Conflict-Violence,,,,,
KAZ,Kazakhstan,2010,Kazakhstan: Flood - 01/01/2010,2010-01-01,5000.0,5000.0,Weather related,Flood,Conflict-Violence,,,,,
